id,smiles,domain,reason
pqr_0258,NNC(=S)Nc1ccc(Cl)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0259,O=C(O)C[S@](=O)C(c1ccccc1)c1ccccc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0260,O=[S@](O)CNc1ccc(S(=O)(=O)c2ccc(NC[S@](=O)O)cc2)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0261,Nc1c(C(=O)Nc2cccc(F)c2)sc2nc(-c3cccs3)ccc12,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0262,NS(=O)(=O)c1cccc(-c2[nH]nc3ccc(NC(=O)Cc4ccccc4)cc23)c1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0263,CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0264,N#CC(C#N)=NNCc1ccc(Cl)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0265,c1ccc(-c2cc(SSc3cc(-c4ccccc4)sn3)ns2)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0266,O=C(O)c1cc(CCc2ccc(Cl)cc2)c[nH]1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0267,O=S(=O)(c1ccccc1)C(F)S(=O)(=O)c1ccccc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0268,O=C(O)CCc1ccc(-c2ccc(Cl)cc2)o1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0269,CC(C)c1ccc(-c2cc(C(=O)Cl)c3ccccc3n2)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0270,O=C(c1ccc(Cl)cc1)c1cc(NC(=O)c2cc(I)cc(I)c2O)ccc1Cl,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0271,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0272,Nc1nc2ccccc2n1Cc1ccc(Cl)c(Cl)c1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0273,CO[C@]1(CO)Nc2cc(Br)ccc2C1=O,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0274,N#Cc1ccc(C(=O)c2ccc(S[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)cc2)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0275,COC(=O)c1ccccc1[C@H]1c2ccc(N)cc2Oc2c1ccc(N)c2I,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
pqr_0276,c1cnc2ccsc2c1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0277,COc1ccc(CC(=O)c2cc(Cl)c(O)cc2O)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0278,CNc1nc2ccc(-c3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)cc2s1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
pqr_0279,O=C[C@H](c1ccc(-c2ccc([C@@H](C=O)N(CCCl)CCCl)cc2)cc1)N(CCCl)CCCl,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0280,Cc1csc(NC(=O)CSc2ccc(-c3ccccc3)nn2)n1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0281,Clc1ccc2c(c1)oc1ccccc12,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0282,O=C1C(O)=CC=C/C1=C1\N[C@H](C(=O)N(O)CCc2cnc[nH]2)CS1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0283,O=C1C=CC=C/C1=C\NNC(=S)N/N=C(\c1ccccc1)c1ccccn1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0284,Nc1c(O)cc(Cc2cc(Cl)c(N)c(OS(=O)(=O)O)c2)cc1Cl,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::compute_metric[abi:cxx11](double)\npsi::DFHelper::return_metfile[abi:cxx11](double)\npsi::DFHelper::prepare_AO_core()\n')"
pqr_0285,Cc1nc2ccccc2n1S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::compute_metric[abi:cxx11](double)\npsi::DFHelper::return_metfile[abi:cxx11](double)\npsi::DFHelper::prepare_AO_core()\n')"
pqr_0287,O=C1O/C(=C\Br)CC[C@@H]1c1ccccc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0288,Sc1cccc2cccc(S)c12,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0289,O=c1[nH]c2cc(C(F)(F)F)cc(Cl)c2[nH]c1=O,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0290,N=C(N)c1ccc(C[P@@](=O)(O)Oc2ccccc2)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0291,O=C(O)c1ccc(O)c(I)c1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0292,NS(=O)(=O)c1cccc2cnccc12,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0293,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0294,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0295,N[C@@H](C(=O)O)c1cc(O)ccc1Cl,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0296,CCCOc1ccc(-c2csc(-c3ccccc3Cl)c2CC(=O)NC(=N)N)cc1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
